Gene,RNA tissue specific nTPM,liver_nTPM_value,Tissue expression cluster,RNA tissue cell type enrichment,has_liver_nTPM_high,has_liver_nTPM_low,has_liver_cluster,has_liver_enrichment,Classification,has_liver_in_ntpm,confidence_score,confidence_class,recommended_tier
IMPDH2,,,Cluster 18: Non-specific - Ribosome,Adipose visceral - Adipose progenitor cells,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
TPR,,,Cluster 16: Non-specific - Transcription,"Testis - Early spermatids, Testis - Spermatocytes",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
CKB,brain: 895.8,,Cluster 80: Non-specific - Endocytosis,"Adipose visceral - Adipocytes (Visceral), Breast - Adipocytes (Breast), Heart muscle - Cardiomyocytes",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
FCGR2A,lymphoid tissue: 116.9;placenta: 130.3,,Cluster 57: Lung - Lung function,"Adipose subcutaneous - Macrophages, Adipose visceral - Macrophages, Adrenal gland - Macrophages, Breast - Macrophages, Heart muscle - Macrophages, Kidney - Macrophages, Liver - Neutrophils, Lung - Neutrophil_2, Minor Salivary Gland - Macrophages, Pancreas - Macrophages, Pituitary gland - Macrophages, Prostate - Macrophages, Skeletal muscle - Macrophages, Skin - Macrophages, Spleen - Neutrophils, Testis - Macrophages, Thyroid gland - Macrophages",False,False,False,True,liver protein (enrichment only),False,25,Low-Medium Confidence,Not recommended
ANXA3,bone marrow: 334.1,,Cluster 77: Bone marrow - Cell proliferation,"Lung - Alveolar cells type 1, Minor Salivary Gland - Minor salivary glandular cells, Pancreas - Ductal cells, Prostate - Prostate glandular cells, Spleen - Neutrophils",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
BCKDHA,,,Cluster 35: Non-specific - Mitochondria,"Adrenal gland - Adrenal cortex cells, Heart muscle - Cardiomyocytes, Liver - Hepatocytes, Testis - Early spermatids",False,False,False,True,liver protein (enrichment only),False,25,Low-Medium Confidence,Not recommended
RNASE3,bone marrow: 896.5,,Cluster 6: Bone marrow - Innate immune response,"Lung - Neutrophil_1, Spleen - Hematopoietic stem cells, Testis - Late spermatids",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
ACTN1,smooth muscle: 515.0,,Cluster 41: Smooth muscle tissue - ECM organization,"Colon - Smooth muscle cells, Lung - Smooth muscle cells, Minor Salivary Gland - Minor salivary glandular cells, Pituitary gland - Endothelial cells, Prostate - Smooth muscle cells, Skin - Outer root sheath cells, Spleen - Fibroblast_1",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
ACE,intestine: 257.7;testis: 99.0,,Cluster 25: Small intestine - Absorption,"Adipose subcutaneous - Adipose progenitor cells, Kidney - Proximal tubular cells, Kidney - Proximal tubular cells, Pituitary gland - Corticotropes, Skin - Fibroblast_1, Testis - Late spermatids, Thyroid gland - Fibroblasts",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
MYL4,heart muscle: 6136.8,,Cluster 30: Heart muscle - Heart development,"Heart muscle - Cardiomyocytes, Spleen - Erythrocytes",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
CDH1,parathyroid gland: 191.3,,Cluster 55: Kidney & Intestine - Metabolism,"Adipose visceral - Mesothelial cells, Colon - Colon enterocytes, Liver - Hepatocytes, Lung - Alveolar cells type 2, Prostate - Prostate glandular cells, Thyroid gland - Thyroid glandular cells",False,False,False,True,liver protein (enrichment only),False,25,Low-Medium Confidence,Not recommended
SRC,,,Cluster 41: Smooth muscle tissue - ECM organization,"Spleen - Macrophages, Testis - Sertoli cells",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
PEPD,intestine: 207.6;kidney: 320.4,,Cluster 55: Kidney & Intestine - Metabolism,"Adrenal gland - Adrenal cortex cells, Kidney - Proximal tubular cells, Kidney - Proximal tubular cells, Lung - Macrophages, Spleen - Macrophages",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
XRCC6,,,Cluster 4: Testis - Basic cellular processes,"Testis - Spermatocytes, Thyroid gland - Thyroid glandular cells",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
XRCC5,,,Cluster 16: Non-specific - Transcription,"Adrenal gland - Adrenal cortex cells, Testis - Spermatocytes, Testis - Spermatogonia",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
UNG,,,Cluster 35: Non-specific - Mitochondria,Testis - Spermatogonia,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
COX4I1,,,Cluster 23: Non-specific - Cellular respiration,Heart muscle - Cardiomyocytes,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
ALAS1,adrenal gland: 697.9;bone marrow: 174.6;liver: 532.3,532.3,Cluster 83: Liver - Metabolism,"Adipose visceral - Adipocytes (Visceral), Adrenal gland - Adrenal cortex cells, Heart muscle - Cardiomyocytes",True,False,True,False,liver protein (nTPM≥100 + cluster),True,70,Medium-High Confidence,Tier 1 (Highest)
GP1BB,brain: 131.7,,Cluster 61: Brain - Neuronal signaling,,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
IFI30,lung: 554.6;lymphoid tissue: 688.9,,Cluster 70: Lymphoid tissue - Immune response,"Adipose subcutaneous - Macrophages, Adipose visceral - Macrophages, Adrenal gland - Macrophages, Breast - Macrophages, Colon - Macrophages, Heart muscle - Macrophages, Lung - Macrophages, Pituitary gland - Macrophages, Skeletal muscle - Macrophages, Spleen - Macrophages",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
LAMP2,,,Cluster 9: Oligodendrocytes - Myelination,"Adrenal gland - Adrenal cortex cells, Thyroid gland - Thyroid glandular cells",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
RNH1,,,Cluster 66: Non-specific - Transcription,Skin - Keratinocyte (other),False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
CYBA,bone marrow: 813.8;lymphoid tissue: 676.6,,Cluster 81: Lymphoid tissue & Bone marrow - Innate immune response,"Adipose subcutaneous - Macrophages, Adipose visceral - Macrophages, Adrenal gland - Macrophages, Prostate - T-cells, Skeletal muscle - Fibroblasts, Skin - Fibroblast_2, Testis - Macrophages",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
SCG2,adrenal gland: 349.2;brain: 368.9;pituitary gland: 261.8,,Cluster 33: Brain - Neuronal signaling,"Adrenal gland - Adrenal medulla cells, Colon - Colon enteroendocrine cells, Pancreas - Alpha cells, Thyroid gland - Parafollicular cells",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
NCAM1,brain: 193.9;heart muscle: 140.8,,Cluster 30: Heart muscle - Heart development,"Adipose subcutaneous - Smooth muscle cells, Kidney - Fibroblasts, Liver - Hepatic stellate cells",False,False,False,True,liver protein (enrichment only),False,25,Low-Medium Confidence,Not recommended
ICAM2,lymphoid tissue: 164.0,,Cluster 70: Lymphoid tissue - Immune response,"Adipose subcutaneous - Endothelial cells, Adipose visceral - Endothelial cells, Adrenal gland - Endothelial cells, Breast - Endothelial cells, Colon - Endothelial cells, Heart muscle - Endothelial cells, Kidney - Endothelial cells, Lung - Endothelial cells, Minor Salivary Gland - Endothelial cells, Pituitary gland - Endothelial cells, Prostate - Endothelial cells, Skeletal muscle - Endothelial cells, Skin - Endothelial cells, Testis - Endothelial cells, Thyroid gland - Endothelial cells",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
VCAN,lymphoid tissue: 72.9;placenta: 71.1,,Cluster 7: Adipose tissue - Mixed function,"Adrenal gland - Adrenal cortex cells, Heart muscle - Fibroblasts, Prostate - Fibroblasts, Stomach - Fibroblasts, Testis - Peritubular cells",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
ITGA4,bone marrow: 46.0;lymphoid tissue: 72.1,,Cluster 70: Lymphoid tissue - Immune response,"Adipose visceral - T-cells, Adrenal gland - Macrophages, Breast - T-cells, Thyroid gland - T-cells",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
EEF2,,,Cluster 18: Non-specific - Ribosome,Spleen - B-cells (Spleen),False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
MT1G,kidney: 3431.1;liver: 6693.8;thyroid gland: 2788.7,6693.8,Cluster 1: Liver & Kidney - Metabolism,"Adrenal gland - Adrenal cortex cells, Kidney - Proximal tubular cells, Minor Salivary Gland - Minor salivary gland basal cells, Stomach - Chief cells",True,False,True,False,liver protein (nTPM≥100 + cluster),True,75,Medium-High Confidence,Tier 1 (Highest)
KRT10,skin 1: 15346.8,,Cluster 13: Skin - Cornification,Skin - Keratinocyte (other),False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
KRT13,esophagus: 39777.6;vagina: 13006.5,,Cluster 29: Squamous epithelium - Innate immune response,Prostate - Urothelial cells,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
KRT5,esophagus: 5700.2;skin 1: 5734.4;vagina: 2086.4,,Cluster 27: Squamous epithelium - Keratinization,"Minor Salivary Gland - Minor salivary gland basal cells, Prostate - Prostate basal glandular cells, Skin - Keratinocyte (other)",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
PDIA4,,,Cluster 53: Non-specific - Glycosylation,Testis - Spermatogonia,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
C6,liver: 610.3,610.3,Cluster 83: Liver - Metabolism,"Liver - Hepatocytes, Lung - Respiratory ciliated cells, Minor Salivary Gland - Adipocytes (Minor salivary gland), Spleen - Fibroblast_2",True,False,True,True,liver protein (nTPM≥100 + cluster + enrichment),True,95,High Confidence,Tier 1 (Highest)
P4HA1,,,Cluster 19: Non-specific - Basic cellular processes,Adipose visceral - Adipose progenitor cells,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
ACP5,lung: 159.9,,Cluster 47: Spleen - Immune response,"Adipose subcutaneous - Macrophages, Adrenal gland - Macrophages, Kidney - Proximal tubular cells, Liver - Sinusoid Endothelial cells, Lung - Macrophages, Skeletal muscle - Macrophages",False,False,False,True,liver protein (enrichment only),False,25,Low-Medium Confidence,Not recommended
CEACAM1,intestine: 238.1,,Cluster 45: Intestine - Digestion,"Adipose visceral - Endothelial cells, Adrenal gland - Endothelial cells, Colon - Colon enterocytes, Heart muscle - Endothelial cells, Kidney - Endothelial cells, Skin - Eccrine sweat gland cells",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
TPT1,skeletal muscle: 22429.8,,Cluster 19: Non-specific - Basic cellular processes,,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
ALAD,liver: 203.4,203.4,Cluster 43: Non-specific - Mitochondrial translation,"Adrenal gland - Adrenal cortex cells, Liver - Hepatocytes, Testis - Sertoli cells, Thyroid gland - Thyroid glandular cells",True,False,False,True,liver protein (nTPM≥100 + enrichment),True,65,Medium-High Confidence,Not recommended
PRG2,placenta: 2526.3,,Cluster 58: Placenta - Pregnancy,"Lung - Neutrophil_1, Spleen - Hematopoietic stem cells",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
HLA-DRB4,,,,,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
LCP1,bone marrow: 701.1;epididymis: 393.3;lymphoid tissue: 588.5,,Cluster 77: Bone marrow - Cell proliferation,"Adipose subcutaneous - Macrophages, Adipose visceral - Macrophages, Breast - Macrophages, Colon - Macrophages, Heart muscle - Macrophages, Lung - Neutrophil_2, Minor Salivary Gland - Macrophages, Pituitary gland - Macrophages, Skin - Langerhans cells, Stomach - Macrophages, Testis - Early spermatids, Testis - Late spermatids",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
PLS3,,,Cluster 7: Adipose tissue - Mixed function,"Kidney - Fibroblasts, Skin - Keratinocyte (other), Spleen - Endothelial cells, Thyroid gland - Thyroid glandular cells",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
APEH,,,Cluster 35: Non-specific - Mitochondria,"Adrenal gland - Adrenal cortex cells, Testis - Spermatocytes, Testis - Spermatogonia, Thyroid gland - Thyroid glandular cells",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
ETFA,liver: 253.9;skeletal muscle: 248.8;tongue: 251.6,253.9,Cluster 35: Non-specific - Mitochondria,"Adipose subcutaneous - Adipocytes (Subcutaneous), Adipose visceral - Adipocytes (Visceral), Adrenal gland - Adrenal cortex cells, Breast - Adipocytes (Breast), Kidney - Proximal tubular cells, Liver - Hepatocytes, Stomach - Macrophages",True,False,False,True,liver protein (nTPM≥100 + enrichment),True,65,Medium-High Confidence,Not recommended
GYS1,heart muscle: 114.7;skeletal muscle: 308.0;tongue: 193.9,,Cluster 14: Skeletal muscle - Muscle contraction,"Adipose subcutaneous - Adipocytes (Subcutaneous), Adipose visceral - Adipocytes (Visceral), Adrenal gland - Adrenal cortex cells, Breast - Adipocytes (Breast), Heart muscle - Cardiomyocytes",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
PRKAR2A,skeletal muscle: 84.2;testis: 80.2,,Cluster 72: Testis & Skeletal muscle - Protein ubiquitination,"Adrenal gland - Adrenal cortex cells, Testis - Early spermatids, Testis - Late spermatids",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
ENO3,skeletal muscle: 14241.5;tongue: 10348.2,,Cluster 14: Skeletal muscle - Muscle contraction,"Heart muscle - Cardiomyocytes, Skeletal muscle - Skeletal myocytes",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
CD59,,,Cluster 60: Choroid plexus - Transmembrane transport,Minor Salivary Gland - Minor salivary glandular cells,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
SELL,bone marrow: 148.8;lymphoid tissue: 225.9,,Cluster 70: Lymphoid tissue - Immune response,"Adipose visceral - Neutrophils, Heart muscle - Neutrophils, Liver - Neutrophils, Lung - Neutrophil_2, Skeletal muscle - Neutrophils, Spleen - Neutrophils",False,False,False,True,liver protein (enrichment only),False,25,Low-Medium Confidence,Not recommended
MIF,,,Cluster 43: Non-specific - Mitochondrial translation,,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
FOLR2,placenta: 162.7,,Cluster 58: Placenta - Pregnancy,"Adipose subcutaneous - Macrophages, Adipose visceral - Macrophages, Adrenal gland - Macrophages, Breast - Macrophages, Colon - Macrophages, Heart muscle - Macrophages, Kidney - Macrophages, Liver - Kupffer cells, Lung - Macrophages, Minor Salivary Gland - Macrophages, Pancreas - Macrophages, Pituitary gland - Macrophages, Skeletal muscle - Macrophages, Spleen - Macrophages, Testis - Macrophages, Thyroid gland - Macrophages",False,False,False,True,liver protein (enrichment only),False,25,Low-Medium Confidence,Not recommended
CD99,,,Cluster 41: Smooth muscle tissue - ECM organization,"Skin - Fibroblast_1, Skin - Fibroblast_2",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
PRKCSH,,,Cluster 18: Non-specific - Ribosome,Adipose visceral - Adipose progenitor cells,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
HCLS1,bone marrow: 151.8;lymphoid tissue: 293.1,,Cluster 70: Lymphoid tissue - Immune response,"Adipose subcutaneous - Macrophages, Adipose visceral - Macrophages, Adrenal gland - Macrophages, Breast - Macrophages, Colon - Macrophages, Heart muscle - Macrophages, Lung - Neutrophil_2, Minor Salivary Gland - Macrophages, Pancreas - Macrophages, Pituitary gland - Macrophages, Prostate - Macrophages, Skeletal muscle - Macrophages, Skin - Macrophages, Stomach - Macrophages",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
